Era,Chip,Qubit_Index,T1_us,T2_us,Readout_Error_Pct
Heron (2024),Torino,36,59.5274,104.7243,0.7080
Heron (2024),Torino,37,168.6988,95.0406,0.6348
Heron (2024),Torino,38,143.5153,105.6123,6.4941
Heron (2024),Torino,39,153.9129,179.1148,1.2939
Heron (2024),Torino,40,88.6993,101.7627,1.4160
Heron (2024),Torino,41,41.3469,49.9344,3.4912
Heron (2024),Torino,42,215.3841,79.3370,14.1357
Heron (2024),Torino,43,79.0204,94.3953,0.8789
Heron (2024),Torino,44,86.6024,281.0965,1.6846
Heron (2024),Torino,45,55.4149,71.3736,0.9277
Heron (2024),Torino,46,215.2742,49.3211,5.1025
Heron (2024),Torino,47,204.9169,68.7052,1.3428
Heron (2024),Torino,48,217.5690,240.7792,4.0771
Heron (2024),Torino,49,147.8642,107.7743,1.9775
Heron (2024),Torino,50,229.3254,226.6231,10.4004
Heron (2024),Torino,51,185.6402,160.9401,0.5127
Heron (2024),Torino,52,189.2722,235.4239,3.1494
Heron (2024),Torino,53,62.5442,63.6486,10.4980
Heron (2024),Torino,54,268.0144,195.8232,0.8545
Heron (2024),Torino,55,233.7665,177.9113,1.4404
Heron (2024),Torino,56,305.1669,233.5501,1.9043
Heron (2024),Torino,57,100.3317,196.4741,2.3926
Heron (2024),Torino,58,137.5084,95.6362,21.0693
Heron (2024),Torino,59,102.5686,181.4731,17.5537
Heron (2024),Torino,60,243.2871,254.4258,0.6104
Heron (2024),Torino,61,83.7234,247.4174,2.2949
Heron (2024),Torino,62,184.0214,145.6931,1.1963
Heron (2024),Torino,63,156.6545,162.4871,4.0527
Heron (2024),Torino,64,199.9583,135.5246,8.6670
Heron (2024),Torino,65,104.5013,210.6570,1.4893
Heron (2024),Torino,66,298.6710,300.5907,0.5859
Heron (2024),Torino,67,130.8015,135.0595,3.6133
Heron (2024),Torino,68,225.2299,74.2975,0.7080
Heron (2024),Torino,69,232.1962,84.9931,3.6621
Heron (2024),Torino,70,96.7492,41.8455,4.0039
Heron (2024),Torino,71,185.3106,40.9671,3.6621
Heron (2024),Torino,72,291.0258,87.7577,0.9766
Heron (2024),Torino,73,261.2378,113.0172,1.0010
Heron (2024),Torino,74,186.6335,135.6366,7.5195
Heron (2024),Torino,75,176.6361,130.3622,0.7812
Heron (2024),Torino,76,180.0972,271.7906,10.8154
Heron (2024),Torino,77,234.9692,215.5626,1.5625
Heron (2024),Torino,78,93.1024,95.1158,4.9316
Heron (2024),Torino,79,61.7181,8.3349,3.1982
Heron (2024),Torino,80,163.3963,27.7848,2.2949
Heron (2024),Torino,81,231.2924,203.0233,0.5371
Heron (2024),Torino,82,157.4811,122.5159,5.3955
Heron (2024),Torino,83,187.8109,60.4739,1.8799
Heron (2024),Torino,84,202.5254,153.0323,8.1787
Heron (2024),Torino,85,3.1637,6.1313,2.8564
Heron (2024),Torino,86,4.0661,80.5482,56.5186
Heron (2024),Torino,87,246.4586,246.5725,0.6348
Heron (2024),Torino,88,260.6480,237.9510,4.6387
Heron (2024),Torino,89,183.2333,145.8933,1.2451
Heron (2024),Torino,90,197.8820,277.3649,18.2373
Heron (2024),Torino,91,210.0376,114.5315,1.3672
Heron (2024),Torino,92,212.4644,140.9389,0.9033
Heron (2024),Torino,93,255.2468,208.3296,0.9277
Heron (2024),Torino,94,184.6498,195.5302,0.9766
Heron (2024),Torino,95,194.5570,293.1787,1.7822
Heron (2024),Torino,96,255.1611,159.7062,1.6602
Heron (2024),Torino,97,46.8540,71.6501,26.5381
Heron (2024),Torino,98,230.6670,60.6970,1.9043
Heron (2024),Torino,99,154.5949,110.7253,0.9521
Heron (2024),Torino,100,237.3532,189.4047,3.3936
Heron (2024),Torino,101,222.0573,121.4633,4.7363
Heron (2024),Torino,102,156.0084,48.9850,1.1963
Heron (2024),Torino,103,149.1265,83.2824,1.6113
Heron (2024),Torino,104,104.3585,106.3552,2.5391
Heron (2024),Torino,105,64.6912,70.5081,13.7939
Heron (2024),Torino,106,70.3395,50.7876,3.5400
Heron (2024),Torino,107,239.6035,241.5439,1.9775
Heron (2024),Torino,108,111.9997,141.5240,0.7812
Heron (2024),Torino,109,132.7094,211.9039,3.9307
Heron (2024),Torino,110,157.4891,136.0287,0.9766
Heron (2024),Torino,111,187.6828,67.1395,1.0986
Heron (2024),Torino,112,231.0908,202.1061,1.5869
Heron (2024),Torino,113,231.1906,221.9256,4.0527
Heron (2024),Torino,114,201.8540,208.9757,6.3477
Heron (2024),Torino,115,189.8041,159.4033,2.9053
Heron (2024),Torino,116,201.0481,160.2455,3.1982
Heron (2024),Torino,117,117.4771,29.0538,3.1006
Heron (2024),Torino,118,184.9874,66.1081,12.5732
Heron (2024),Torino,119,139.0775,134.9371,1.1963
Heron (2024),Torino,120,199.3002,180.0004,6.4941
Heron (2024),Torino,121,264.5991,52.5724,4.5410
Heron (2024),Torino,122,189.9020,252.5852,10.4736
Heron (2024),Torino,123,51.1480,62.0926,2.0508
Heron (2024),Torino,124,185.6839,150.7233,12.2070
Heron (2024),Torino,125,293.5658,256.2465,2.6855
Heron (2024),Torino,126,142.8039,226.1142,5.4199
Heron (2024),Torino,127,162.6440,125.6761,1.4648
Heron (2024),Torino,128,307.7274,195.1640,6.2012
Heron (2024),Torino,129,236.5109,111.0854,1.0986
Heron (2024),Torino,130,281.8379,349.8799,1.3916
Heron (2024),Torino,131,248.8298,142.6038,0.7812
Heron (2024),Torino,132,293.7738,332.6570,1.4893
Heron (2024),Fez,0,48.8062,42.3796,1.1475
Heron (2024),Fez,1,255.7052,302.7909,1.1719
Heron (2024),Fez,2,274.3943,99.9847,0.4883
Heron (2024),Fez,3,219.7205,215.5435,1.5869
Heron (2024),Fez,4,190.8971,161.9321,0.1465
Heron (2024),Fez,5,190.0037,208.6735,0.7568
Heron (2024),Fez,6,213.8958,129.3242,0.6836
Heron (2024),Fez,7,139.6675,48.0958,2.0996
Heron (2024),Fez,8,74.7240,43.3046,0.4150
Heron (2024),Fez,9,247.0175,53.8763,0.7080
Heron (2024),Fez,10,168.7105,117.6482,0.3174
Heron (2024),Fez,11,101.8426,74.6361,1.0254
Heron (2024),Fez,12,83.6906,74.0373,2.3682
Heron (2024),Fez,13,262.2857,204.5817,1.0498
Heron (2024),Fez,14,225.3265,45.8926,0.3662
Heron (2024),Fez,15,233.0130,146.2408,3.2959
Heron (2024),Fez,16,155.8882,114.5943,1.2939
Heron (2024),Fez,17,179.7312,99.7584,0.5371
Heron (2024),Fez,18,157.3372,68.3007,0.4395
Heron (2024),Fez,19,184.4484,120.7418,0.7324
Heron (2024),Fez,20,218.4927,114.6694,0.5127
Heron (2024),Fez,21,237.2374,180.9111,0.6836
Heron (2024),Fez,22,119.4377,74.2423,1.0498
Heron (2024),Fez,23,174.7588,122.7872,0.2441
Heron (2024),Fez,24,69.5626,93.6749,0.7812
Heron (2024),Fez,25,134.4465,123.1196,1.0742
Heron (2024),Fez,26,127.3622,95.9500,0.7324
Heron (2024),Fez,27,105.0818,130.5350,0.5371
Heron (2024),Fez,28,235.8576,131.2881,0.3418
Heron (2024),Fez,29,166.0211,54.4114,0.9521
Heron (2024),Fez,30,176.7402,109.5566,0.4395
Heron (2024),Fez,31,148.6031,70.1670,0.7812
Heron (2024),Fez,32,102.3420,96.9566,2.1240
Heron (2024),Fez,33,145.5082,76.6334,0.9277
Heron (2024),Fez,34,93.6533,61.7473,0.4639
Heron (2024),Fez,35,175.0377,48.1405,0.6836
Heron (2024),Fez,36,152.8679,117.5429,0.3174
Heron (2024),Fez,37,221.8605,187.8342,0.9033
Heron (2024),Fez,38,127.4073,154.8161,0.5615
Heron (2024),Fez,39,154.4640,65.2025,0.6592
Heron (2024),Fez,40,179.7837,109.8190,0.9033
Heron (2024),Fez,41,224.7319,140.1525,4.5898
Heron (2024),Fez,42,160.7834,38.6091,0.7568
Heron (2024),Fez,43,137.3537,77.5882,3.2715
Heron (2024),Fez,44,136.7989,158.7269,0.4395
Heron (2024),Fez,45,179.7771,186.0626,2.0020
Heron (2024),Fez,46,171.0286,11.0184,0.6836
Heron (2024),Fez,47,151.6730,79.8584,1.6113
Heron (2024),Fez,48,88.9690,22.6668,0.3906
Heron (2024),Fez,49,108.8081,20.2129,2.7832
Heron (2024),Fez,50,145.4806,130.8923,0.3906
Heron (2024),Fez,51,134.5163,119.7834,5.7617
Heron (2024),Fez,52,100.9619,58.5341,0.7568
Heron (2024),Fez,53,151.4280,20.7942,1.3672
Heron (2024),Fez,54,165.0418,149.2875,0.2686
Heron (2024),Fez,55,144.2299,174.1829,1.8311
Heron (2024),Fez,56,168.8210,193.7136,0.2686
Heron (2024),Fez,57,107.7554,65.7209,0.4883
Heron (2024),Fez,58,200.2013,37.8451,0.7568
Heron (2024),Fez,59,163.7082,173.3031,0.4883
Heron (2024),Fez,60,115.8895,29.9718,0.7080
Heron (2024),Fez,61,185.1483,70.8100,1.2939
Heron (2024),Fez,62,190.5147,33.5706,0.7812
Heron (2024),Fez,63,96.5851,10.4074,1.1475
Heron (2024),Fez,64,129.5679,73.9199,0.6836
Heron (2024),Fez,65,135.4661,98.2420,4.2236
Heron (2024),Fez,66,98.6237,16.4526,0.3174
Heron (2024),Fez,67,118.7923,74.6668,7.6904
Heron (2024),Fez,68,110.8666,79.6385,1.0986
Heron (2024),Fez,69,142.9272,67.8684,2.2705
Heron (2024),Fez,70,120.3741,85.6812,0.6104
Heron (2024),Fez,71,206.1320,143.9046,0.9277
Heron (2024),Fez,72,112.5881,100.3837,0.7568
Heron (2024),Fez,73,123.6959,64.3796,1.1475
Heron (2024),Fez,74,135.7044,127.2735,0.7324
Heron (2024),Fez,75,144.0140,136.9074,0.3906
Heron (2024),Fez,76,101.3832,67.5544,1.7822
Heron (2024),Fez,77,176.7525,53.0582,0.8545
Heron (2024),Fez,78,85.5449,46.5805,2.2705
Heron (2024),Fez,79,107.5198,50.9979,0.7324
Heron (2024),Fez,80,132.3972,147.8293,0.4883
Heron (2024),Fez,81,222.0903,20.3178,1.0254
Heron (2024),Fez,82,108.7389,34.2564,0.2197
Heron (2024),Fez,83,212.6073,186.4411,7.0801
Heron (2024),Fez,84,113.3198,102.9177,0.2441
Heron (2024),Fez,85,149.6349,22.4369,1.2695
Heron (2024),Fez,86,117.8526,83.8994,0.4150
Heron (2024),Fez,87,27.1485,56.8387,1.8799
Heron (2024),Fez,88,114.8496,109.0098,0.4395
Heron (2024),Fez,89,175.2767,86.0988,1.6846
Heron (2024),Fez,90,94.4865,93.3905,0.2686
Heron (2024),Fez,91,143.3573,16.6031,1.9287
Heron (2024),Fez,92,118.9472,80.8811,0.9521
Heron (2024),Fez,93,202.4723,62.1245,5.2246
Heron (2024),Fez,94,121.1501,7.1103,1.3184
Heron (2024),Fez,95,163.4033,39.6671,4.0039
Heron (2024),Fez,96,140.4932,88.5697,0.2441
Heron (2024),Fez,97,107.0771,123.2674,0.4150
Heron (2024),Fez,98,114.7298,20.6100,0.5127
Heron (2024),Fez,99,117.4820,17.2801,1.9043
Heron (2024),Fez,100,154.3374,29.2355,0.7324
Heron (2024),Fez,101,48.4407,22.1521,5.7373
Heron (2024),Fez,102,195.6423,115.4539,0.6104
Heron (2024),Fez,103,146.7585,118.7477,0.2930
Heron (2024),Fez,104,123.3925,97.3176,0.6348
Heron (2024),Fez,105,156.1326,132.3100,1.0010
Heron (2024),Fez,106,151.1342,157.3485,0.6836
Heron (2024),Fez,107,112.5348,23.1149,0.7324
Heron (2024),Fez,108,165.2896,111.0153,0.4639
Heron (2024),Fez,109,108.5123,80.0164,0.8545
Heron (2024),Fez,110,169.7110,128.2783,0.7080
Heron (2024),Fez,111,95.7654,68.4752,0.4883
Heron (2024),Fez,112,156.4252,19.6697,2.2705
Heron (2024),Fez,113,147.8162,23.1356,10.5957
Heron (2024),Fez,114,121.4588,48.1252,0.6836
Heron (2024),Fez,115,153.9328,103.3571,2.5879
Heron (2024),Fez,116,169.9105,183.4392,1.0986
Heron (2024),Fez,117,177.1427,93.0279,0.8545
Heron (2024),Fez,118,146.6897,57.3894,0.3662
Heron (2024),Fez,119,83.9941,59.1261,2.4170
Heron (2024),Fez,120,105.8872,41.9277,0.7080
Heron (2024),Fez,121,208.9313,130.7111,1.7090
Heron (2024),Fez,122,143.6011,71.5278,0.6348
Heron (2024),Fez,123,155.4047,113.4300,0.6348
Heron (2024),Fez,124,100.6818,102.5569,0.4639
Heron (2024),Fez,125,165.7935,49.1743,1.2451
Heron (2024),Fez,126,108.6111,51.9527,0.2930
Heron (2024),Fez,127,120.0325,117.8800,1.6602
Heron (2024),Fez,128,88.3270,48.3326,0.3418
Heron (2024),Fez,129,145.5632,93.1865,1.3916
Heron (2024),Fez,130,117.2840,129.8355,0.5371
Heron (2024),Fez,131,141.1806,201.4761,5.5420
Heron (2024),Fez,132,136.9890,161.6333,1.3428
Heron (2024),Fez,133,195.2599,47.9461,1.6357
Heron (2024),Fez,134,151.2999,22.6789,0.5371
Heron (2024),Fez,135,179.6232,92.4534,6.0059
Heron (2024),Fez,136,95.6208,93.6006,0.4639
Heron (2024),Fez,137,130.2446,145.7416,0.5127
Heron (2024),Fez,138,113.3244,135.7629,0.4639
Heron (2024),Fez,139,142.4086,43.3544,0.6592
Heron (2024),Fez,140,95.6406,27.2383,0.8057
Heron (2024),Fez,141,168.2430,91.4460,0.4883
Heron (2024),Fez,142,166.0445,144.8245,0.6104
Heron (2024),Fez,143,149.8579,122.5086,0.4395
Heron (2024),Fez,144,97.7558,111.6780,1.0742
Heron (2024),Fez,145,152.5105,137.7894,1.3916
Heron (2024),Fez,146,63.0546,23.6866,0.5859
Heron (2024),Fez,147,146.2280,87.3317,0.9033
Heron (2024),Fez,148,92.3554,113.5124,0.4639
Heron (2024),Fez,149,73.1705,6.6435,2.7588
Heron (2024),Fez,150,66.9277,5.9857,0.4150
Heron (2024),Fez,151,110.2002,105.2191,1.1963
Heron (2024),Fez,152,176.0458,103.0801,0.9521
Heron (2024),Fez,153,170.7010,47.3004,1.1475
Heron (2024),Fez,154,151.2753,115.1524,4.6631
Heron (2024),Fez,155,197.4752,19.2096,0.9277
Heron (2024),Marrakesh,0,365.5509,61.4284,1.1230
Heron (2024),Marrakesh,1,182.8463,187.1786,0.5371
Heron (2024),Marrakesh,2,276.7558,330.2594,0.4150
Heron (2024),Marrakesh,3,344.7526,301.5468,1.0010
Heron (2024),Marrakesh,4,239.7670,223.7604,1.9531
Heron (2024),Marrakesh,5,325.0053,374.0719,0.5615
Heron (2024),Marrakesh,6,283.7322,211.9210,0.2686
Heron (2024),Marrakesh,7,290.3396,107.0046,0.5371
Heron (2024),Marrakesh,8,253.3689,112.3855,0.6348
Heron (2024),Marrakesh,9,171.2759,190.5650,0.9033
Heron (2024),Marrakesh,10,271.8162,180.5087,0.5127
Heron (2024),Marrakesh,11,300.5569,165.0113,0.8301
Heron (2024),Marrakesh,12,224.4112,184.7836,0.3906
Heron (2024),Marrakesh,13,259.6327,384.1041,0.5127
Heron (2024),Marrakesh,14,195.7069,148.2311,0.3906
Heron (2024),Marrakesh,15,342.7887,29.9488,0.9766
Heron (2024),Marrakesh,16,136.8320,137.3075,1.1475
Heron (2024),Marrakesh,17,152.9224,44.0340,1.0498
Heron (2024),Marrakesh,18,83.4875,83.8961,0.6104
Heron (2024),Marrakesh,19,136.8725,35.7689,0.4395
Heron (2024),Marrakesh,20,126.3072,204.6112,0.4883
Heron (2024),Marrakesh,21,318.0031,238.7904,0.5615
Heron (2024),Marrakesh,22,153.3099,38.5653,1.4404
Heron (2024),Marrakesh,23,306.8984,222.4039,3.1250
Heron (2024),Marrakesh,24,35.4977,0.1798,18.0908
Heron (2024),Marrakesh,25,127.5127,92.1528,1.6846
Heron (2024),Marrakesh,26,6.7994,7.7358,7.5684
Heron (2024),Marrakesh,27,204.2001,272.8270,1.8799
Heron (2024),Marrakesh,28,226.1539,208.7038,1.7334
Heron (2024),Marrakesh,29,165.0245,189.9664,0.4150
Heron (2024),Marrakesh,30,175.2142,82.0299,0.9033
Heron (2024),Marrakesh,31,139.9922,66.7213,1.5381
Heron (2024),Marrakesh,32,209.3155,22.1404,1.4893
Heron (2024),Marrakesh,33,128.1591,56.2491,0.8789
Heron (2024),Marrakesh,34,147.9526,174.3749,0.5127
Heron (2024),Marrakesh,35,435.8735,534.7870,0.5859
Heron (2024),Marrakesh,36,217.5020,101.9785,1.2451
Heron (2024),Marrakesh,37,160.1358,21.4260,2.5635
Heron (2024),Marrakesh,38,107.7534,118.0864,0.2686
Heron (2024),Marrakesh,39,178.8128,258.2730,0.7812
Heron (2024),Marrakesh,40,187.5859,101.3664,1.4404
Heron (2024),Marrakesh,41,126.9191,27.1112,0.5859
Heron (2024),Marrakesh,42,228.4301,159.9662,1.0010
Heron (2024),Marrakesh,43,176.9330,97.4950,0.9766
Heron (2024),Marrakesh,44,217.5668,177.7789,0.3418
Heron (2024),Marrakesh,45,176.1480,113.7512,0.3418
Heron (2024),Marrakesh,46,215.4073,196.0848,0.6592
Heron (2024),Marrakesh,47,289.5380,80.9010,0.4883
Heron (2024),Marrakesh,48,245.9826,251.7384,5.4443
Heron (2024),Marrakesh,49,299.6318,227.6309,3.0273
Heron (2024),Marrakesh,50,125.4953,87.1995,17.1875
Heron (2024),Marrakesh,51,184.4828,357.8826,11.6211
Heron (2024),Marrakesh,52,146.2718,80.6183,1.8311
Heron (2024),Marrakesh,53,286.7545,317.6260,0.4639
Heron (2024),Marrakesh,54,163.3601,204.4472,2.1240
Heron (2024),Marrakesh,55,206.0260,72.1559,0.4883
Heron (2024),Marrakesh,56,141.2821,114.8615,0.9033
Heron (2024),Marrakesh,57,167.6039,168.9730,5.4443
Heron (2024),Marrakesh,58,252.6317,355.1469,18.7012
Heron (2024),Marrakesh,59,102.7194,154.0622,0.7080
Heron (2024),Marrakesh,60,105.1283,118.7661,0.8545
Heron (2024),Marrakesh,61,294.5844,251.8061,0.7324
Heron (2024),Marrakesh,62,104.6316,48.3772,0.7080
Heron (2024),Marrakesh,63,222.2536,134.3769,1.8311
Heron (2024),Marrakesh,64,155.8457,137.0889,0.6836
Heron (2024),Marrakesh,65,323.0833,115.9593,0.2930
Heron (2024),Marrakesh,66,105.6303,118.0863,3.0518
Heron (2024),Marrakesh,67,237.9978,108.7302,2.0996
Heron (2024),Marrakesh,68,141.6510,13.6725,1.2939
Heron (2024),Marrakesh,69,138.7906,69.6164,3.1738
Heron (2024),Marrakesh,70,188.4528,20.7744,13.7695
Heron (2024),Marrakesh,71,142.5337,138.4103,3.4912
Heron (2024),Marrakesh,72,123.4177,42.6335,3.1006
Heron (2024),Marrakesh,73,186.2172,227.9115,3.5156
Heron (2024),Marrakesh,74,107.2636,13.0136,0.7812
Heron (2024),Marrakesh,75,245.0119,240.4260,1.3184
Heron (2024),Marrakesh,76,150.0752,50.8127,0.9521
Heron (2024),Marrakesh,77,220.5334,184.0772,0.5859
Heron (2024),Marrakesh,78,74.5874,85.5489,1.8799
Heron (2024),Marrakesh,79,130.5054,40.1434,0.6348
Heron (2024),Marrakesh,80,163.0730,42.3755,1.4893
Heron (2024),Marrakesh,81,207.7874,121.4932,1.1230
Heron (2024),Marrakesh,82,57.3686,23.1473,24.5117
Heron (2024),Marrakesh,83,231.5383,352.3577,20.7275
Heron (2024),Marrakesh,84,253.4046,102.0032,0.5127
Heron (2024),Marrakesh,85,189.8894,127.4142,1.9287
Heron (2024),Marrakesh,86,235.4495,66.0165,1.6113
Heron (2024),Marrakesh,87,246.2166,162.0551,0.5615
Heron (2024),Marrakesh,88,200.4381,231.0423,10.5469
Heron (2024),Marrakesh,89,275.2350,298.1503,0.2686
Heron (2024),Marrakesh,90,164.5089,93.7428,0.8057
Heron (2024),Marrakesh,91,157.1832,233.4517,1.5625
Heron (2024),Marrakesh,92,198.0421,225.8507,0.8301
Heron (2024),Marrakesh,93,286.8109,273.7946,0.7568
Heron (2024),Marrakesh,94,341.2183,149.0431,0.4639
Heron (2024),Marrakesh,95,433.4821,503.6894,0.3906
Heron (2024),Marrakesh,96,128.5718,48.2466,1.5625
Heron (2024),Marrakesh,97,178.1734,77.4843,0.4883
Heron (2024),Marrakesh,98,298.4551,64.3174,0.3906
Heron (2024),Marrakesh,99,154.7592,31.5309,0.9277
Heron (2024),Marrakesh,100,100.5798,243.0906,0.7324
Heron (2024),Marrakesh,101,136.9843,65.8276,1.0498
Heron (2024),Marrakesh,102,94.9061,69.7133,6.4697
Heron (2024),Marrakesh,103,105.0881,96.6940,7.2021
Heron (2024),Marrakesh,104,107.9577,119.1426,1.3428
Heron (2024),Marrakesh,105,159.5476,155.8373,3.4180
Heron (2024),Marrakesh,106,343.6818,289.2942,5.2490
Heron (2024),Marrakesh,107,330.0465,374.1359,0.6836
Heron (2024),Marrakesh,108,239.3573,235.0271,0.7812
Heron (2024),Marrakesh,109,212.4061,124.1960,0.5859
Heron (2024),Marrakesh,110,227.1277,327.8175,0.7812
Heron (2024),Marrakesh,111,196.8006,80.4523,0.6348
Heron (2024),Marrakesh,112,252.3277,217.0958,0.3174
Heron (2024),Marrakesh,113,195.3146,119.9212,47.3877
Heron (2024),Marrakesh,114,297.7297,327.4061,1.0986
Heron (2024),Marrakesh,115,187.6496,70.7615,0.7568
Heron (2024),Marrakesh,116,72.7990,105.0159,0.8057
Heron (2024),Marrakesh,117,227.0720,10.9142,1.0986
Heron (2024),Marrakesh,118,197.9162,31.8181,0.7080
Heron (2024),Marrakesh,119,237.0676,24.0062,3.5400
Heron (2024),Marrakesh,120,273.0330,77.9989,0.6348
Heron (2024),Marrakesh,121,315.1576,518.6497,2.0752
Heron (2024),Marrakesh,122,253.0586,26.3265,1.2207
Heron (2024),Marrakesh,123,163.4012,84.7589,6.0547
Heron (2024),Marrakesh,124,136.4229,152.5723,0.9521
Heron (2024),Marrakesh,125,204.4095,38.9928,1.6846
Heron (2024),Marrakesh,126,134.7097,37.6490,0.8545
Heron (2024),Marrakesh,127,215.3111,17.5572,0.8301
Heron (2024),Marrakesh,128,208.1951,244.4196,1.3428
Heron (2024),Marrakesh,129,193.4414,175.0135,0.8789
Heron (2024),Marrakesh,130,364.5704,73.1297,18.3594
Heron (2024),Marrakesh,131,166.7858,177.2466,0.9277
Heron (2024),Marrakesh,132,385.0488,48.7095,0.8545
Heron (2024),Marrakesh,133,231.2708,77.3034,6.5430
Heron (2024),Marrakesh,134,175.1427,116.2496,0.9033
Heron (2024),Marrakesh,135,499.0503,95.6465,4.5166
Heron (2024),Marrakesh,136,256.4857,303.0011,0.3906
Heron (2024),Marrakesh,137,147.7452,80.2116,1.1230
Heron (2024),Marrakesh,138,334.3136,161.0146,0.4150
Heron (2024),Marrakesh,139,140.8041,189.0598,0.3906
Heron (2024),Marrakesh,140,176.2097,50.3164,0.5371
Heron (2024),Marrakesh,141,317.4363,322.3939,0.5615
Heron (2024),Marrakesh,142,192.5572,190.6417,1.2939
Heron (2024),Marrakesh,143,184.9535,79.9637,4.5166
Heron (2024),Marrakesh,144,101.0556,34.4801,0.9277
Heron (2024),Marrakesh,145,71.8930,89.0670,2.0508
Heron (2024),Marrakesh,146,118.1711,56.4285,1.3428
Heron (2024),Marrakesh,147,206.9986,63.2185,3.4424
Heron (2024),Marrakesh,148,301.1117,145.6699,0.4639
Heron (2024),Marrakesh,149,204.7326,116.0137,1.8311
Heron (2024),Marrakesh,150,125.6103,138.6758,0.9766
Heron (2024),Marrakesh,151,202.8220,89.5233,2.5146
Heron (2024),Marrakesh,152,360.0023,164.4213,0.7812
Heron (2024),Marrakesh,153,267.2503,300.5515,10.4736
Heron (2024),Marrakesh,154,258.5063,15.2215,1.0010
Heron (2024),Marrakesh,155,352.8036,151.1437,0.7568
